Source;Destination;Date;Time;Duration;TotalSeats;OpenSeats;Price;
Seattle;Montreal;20170515;10:11;7.2;300;300;439;
Seattle;Montreal;20170515;13:36;1.2;349;349;848;
Seattle;Montreal;20170516;00:14;1.9;319;319;1482;
Seattle;Montreal;20170516;12:19;7.1;322;322;1912;
Seattle;Montreal;20170517;05:22;2.3;391;391;583;
Seattle;Montreal;20170517;14:47;0.1;361;361;549;
Seattle;Montreal;20170518;03:46;6.2;314;314;1755;
Seattle;Montreal;20170518;15:52;4.6;330;330;692;
Seattle;Montreal;20170519;02:28;3.2;295;295;322;
Seattle;Montreal;20170519;16:30;11.6;304;304;1609;
Seattle;Montreal;20170520;04:29;11.9;253;253;307;
Seattle;Montreal;20170520;17:45;1.1;229;229;749;
Seattle;Montreal;20170521;09:19;0.1;270;270;767;
Seattle;Montreal;20170521;22:26;12.1;374;374;1469;
Seattle;Montreal;20170522;06:46;4.0;248;248;1235;
Seattle;Montreal;20170522;21:50;6.3;332;332;1426;
Seattle;Montreal;20170523;06:07;10.2;318;318;1102;
Seattle;Montreal;20170523;22:01;12.3;334;334;1423;
Seattle;Montreal;20170524;00:29;2.8;382;382;1360;
Seattle;Montreal;20170524;18:58;4.3;218;218;552;
Seattle;Montreal;20170525;12:48;15.5;370;370;1414;
Seattle;Montreal;20170525;17:13;1.0;327;327;791;
Seattle;Montreal;20170526;00:13;8.4;241;241;387;
Seattle;Montreal;20170526;22:11;4.2;296;296;1991;
Seattle;Montreal;20170527;09:12;3.3;304;304;1615;
Seattle;Montreal;20170527;22:45;0.2;386;386;519;
Seattle;Montreal;20170528;07:53;11.9;380;380;1308;
Seattle;Montreal;20170528;18:22;1.1;391;391;1527;
Seattle;Montreal;20170529;02:59;9.8;210;210;1619;
Seattle;Montreal;20170529;16:33;10.9;352;352;263;
Seattle;Montreal;20170530;06:14;6.0;385;385;1969;
Seattle;Montreal;20170530;14:35;12.7;306;306;477;
Seattle;Montreal;20170531;11:19;12.6;308;308;870;
Seattle;Montreal;20170531;23:38;15.2;257;257;902;
Seattle;New York;20170501;08:24;11.9;208;208;784;
Seattle;New York;20170501;15:28;2.1;290;290;1659;
Seattle;New York;20170502;09:57;3.3;260;260;568;
Seattle;New York;20170502;18:20;13.6;335;335;1531;
Seattle;New York;20170503;00:16;14.7;302;302;1883;
Seattle;New York;20170503;23:31;1.5;321;321;575;
Seattle;New York;20170504;09:18;11.7;377;377;1715;
Seattle;New York;20170504;21:32;7.9;377;377;971;
Seattle;New York;20170505;09:38;9.4;352;352;1774;
Seattle;New York;20170505;16:21;3.1;317;317;1362;
Seattle;New York;20170506;08:40;7.0;299;299;898;
Seattle;New York;20170506;22:49;14.9;354;354;1242;
Seattle;New York;20170507;10:23;12.4;298;298;1300;
Seattle;New York;20170507;22:49;14.6;389;389;1321;
Seattle;New York;20170508;06:07;6.8;375;375;1779;
Seattle;New York;20170508;22:43;2.9;247;247;1965;
Seattle;New York;20170509;10:22;2.4;240;240;233;
Seattle;New York;20170509;23:16;5.9;270;270;997;
Seattle;New York;20170510;02:41;11.2;210;210;1249;
Seattle;New York;20170510;19:24;6.0;278;278;696;
Seattle;New York;20170511;07:37;15.9;211;211;1169;
Seattle;New York;20170511;17:08;4.7;234;234;790;
Seattle;New York;20170512;03:28;15.5;274;274;477;
Seattle;New York;20170512;13:19;14.8;224;224;1133;
Seattle;New York;20170513;09:12;1.2;350;350;329;
Seattle;New York;20170513;19:00;6.2;338;338;634;
Seattle;New York;20170514;04:12;7.7;234;234;994;
Seattle;New York;20170514;23:55;12.8;386;386;1368;
Seattle;New York;20170515;04:48;2.9;247;247;760;
Seattle;New York;20170515;14:19;9.2;284;284;1951;
Seattle;New York;20170516;10:45;4.0;270;270;1480;
Seattle;New York;20170516;16:29;1.6;279;279;1532;
Seattle;New York;20170517;00:26;15.3;361;361;1527;
Seattle;New York;20170517;12:21;8.6;359;359;1733;
Seattle;New York;20170518;05:29;15.0;237;237;970;
Seattle;New York;20170518;15:26;14.2;210;210;1660;
Seattle;New York;20170519;10:20;1.8;286;286;392;
Seattle;New York;20170519;17:46;8.0;329;329;1738;
Seattle;New York;20170520;09:14;5.1;393;393;817;
Seattle;New York;20170520;15:24;1.6;209;209;1118;
Seattle;New York;20170521;08:28;12.7;228;228;862;
Seattle;New York;20170521;12:40;3.4;321;321;1030;
Seattle;New York;20170522;10:25;7.1;398;398;398;
Seattle;New York;20170522;21:06;9.5;385;385;1969;
Seattle;New York;20170523;09:38;10.6;324;324;1929;
Seattle;New York;20170523;16:38;5.9;333;333;1587;
Seattle;New York;20170524;05:48;13.0;282;282;1318;
Seattle;New York;20170524;21:59;7.7;217;217;595;
Seattle;New York;20170525;10:27;13.5;263;263;1032;
Seattle;New York;20170525;19:52;14.1;244;244;1104;
Seattle;New York;20170526;10:34;5.6;320;320;617;
Seattle;New York;20170526;12:29;15.6;215;215;621;
Seattle;New York;20170527;10:42;14.6;334;334;1912;
Seattle;New York;20170527;13:05;10.6;203;203;246;
Seattle;New York;20170528;01:10;14.8;320;320;1919;
Seattle;New York;20170528;21:42;14.1;398;398;352;
Seattle;New York;20170529;11:18;5.1;229;229;678;
Seattle;New York;20170529;23:00;6.8;251;251;1138;
Seattle;New York;20170530;04:44;3.3;344;344;642;
Seattle;New York;20170530;16:50;1.2;346;346;1889;
Seattle;New York;20170531;09:46;1.9;377;377;323;
Seattle;New York;20170531;18:57;11.3;330;330;569;
Seattle;Boston;20170501;11:47;0.9;234;234;1434;
Seattle;Boston;20170501;12:56;9.5;275;275;846;
Seattle;Boston;20170502;06:26;5.0;391;391;741;
Seattle;Boston;20170502;18:29;1.2;314;314;1628;
Seattle;Boston;20170503;04:36;8.8;304;304;1067;
Seattle;Boston;20170503;21:39;1.8;355;355;619;
Seattle;Boston;20170504;02:44;10.3;304;304;318;
Seattle;Boston;20170504;22:51;11.7;244;244;1144;
Seattle;Boston;20170505;03:23;10.5;352;352;1417;
Seattle;Boston;20170505;20:02;15.5;220;220;1349;
Seattle;Boston;20170506;01:33;10.8;360;360;910;
Seattle;Boston;20170506;18:39;4.1;295;295;1877;
Seattle;Boston;20170507;01:50;8.8;239;239;343;
Seattle;Boston;20170507;22:40;3.1;235;235;1074;
Seattle;Boston;20170508;05:39;1.7;208;208;586;
Seattle;Boston;20170508;12:39;6.3;351;351;280;
Seattle;Boston;20170509;07:53;9.4;300;300;1466;
Seattle;Boston;20170509;18:55;7.8;227;227;1470;
Seattle;Boston;20170510;01:49;6.3;364;364;791;
Seattle;Boston;20170510;13:19;11.7;255;255;1774;
Seattle;Boston;20170511;08:46;2.9;360;360;1153;
Seattle;Boston;20170511;15:09;14.7;201;201;271;
Seattle;Boston;20170512;06:22;9.7;385;385;596;
Seattle;Boston;20170512;18:48;4.6;258;258;959;
Seattle;Boston;20170513;00:33;13.3;394;394;1105;
Seattle;Boston;20170513;18:34;13.7;249;249;1481;
Seattle;Boston;20170514;01:15;7.8;220;220;1325;
Seattle;Boston;20170514;12:52;5.7;357;357;1861;
Seattle;Boston;20170515;00:01;3.6;256;256;273;
Seattle;Boston;20170515;19:33;3.6;377;377;436;
Seattle;Boston;20170516;09:37;13.9;290;290;1004;
Seattle;Boston;20170516;21:23;11.5;202;202;1187;
Seattle;Boston;20170517;09:54;9.3;219;219;963;
Seattle;Boston;20170517;21:48;10.2;236;236;747;
Seattle;Boston;20170518;00:10;5.9;245;245;728;
Seattle;Boston;20170518;23:53;15.5;277;277;767;
Seattle;Boston;20170519;06:57;12.8;367;367;701;
Seattle;Boston;20170519;13:43;4.9;258;258;459;
Seattle;Boston;20170520;11:10;12.9;382;382;243;
Seattle;Boston;20170520;16:27;2.4;248;248;1926;
Seattle;Boston;20170521;08:53;8.2;282;282;911;
Seattle;Boston;20170521;17:21;11.7;349;349;1975;
Seattle;Boston;20170522;10:37;3.3;226;226;1900;
Seattle;Boston;20170522;21:19;3.6;355;355;284;
Seattle;Boston;20170523;01:50;14.4;212;212;568;
Seattle;Boston;20170523;23:09;12.4;286;286;1540;
Seattle;Boston;20170524;03:17;7.7;226;226;379;
Seattle;Boston;20170524;23:45;8.0;331;331;1470;
Seattle;Boston;20170525;01:36;15.2;372;372;636;
Seattle;Boston;20170525;16:57;7.4;202;202;1973;
Seattle;Boston;20170526;00:59;8.3;257;257;1843;
Seattle;Boston;20170526;13:39;1.3;270;270;1399;
Seattle;Boston;20170527;06:49;3.4;214;214;1479;
Seattle;Boston;20170527;17:08;7.9;242;242;702;
Seattle;Boston;20170528;05:17;2.5;266;266;1824;
Seattle;Boston;20170528;13:55;12.4;236;236;981;
Seattle;Boston;20170529;10:06;11.4;317;317;1068;
Seattle;Boston;20170529;22:14;5.6;243;243;675;
Seattle;Boston;20170530;08:03;15.0;348;348;947;
Seattle;Boston;20170530;19:57;4.8;291;291;966;
Seattle;Boston;20170531;00:27;0.6;307;307;1328;
Seattle;Boston;20170531;16:47;12.6;345;345;1162;
Seattle;Las Vegas;20170501;12:16;7.7;296;296;1345;
Seattle;Las Vegas;20170501;12:31;4.4;232;232;874;
Seattle;Las Vegas;20170502;11:04;15.2;244;244;1674;
Seattle;Las Vegas;20170502;22:08;13.4;392;392;1997;
Seattle;Las Vegas;20170503;04:24;7.4;336;336;464;
Seattle;Las Vegas;20170503;18:07;15.2;217;217;1254;
Seattle;Las Vegas;20170504;00:42;13.8;312;312;1434;
Seattle;Las Vegas;20170504;18:48;12.6;283;283;1269;
Seattle;Las Vegas;20170505;00:50;5.9;291;291;1558;
Seattle;Las Vegas;20170505;21:12;13.2;336;336;371;
Seattle;Las Vegas;20170506;00:38;1.7;280;280;910;
Seattle;Las Vegas;20170506;22:00;11.1;214;214;983;
Seattle;Las Vegas;20170507;01:28;2.0;202;202;892;
Seattle;Las Vegas;20170507;20:31;3.1;248;248;273;
Seattle;Las Vegas;20170508;10:38;11.1;310;310;1039;
Seattle;Las Vegas;20170508;12:01;13.1;235;235;318;
Seattle;Las Vegas;20170509;02:16;3.5;353;353;1624;
Seattle;Las Vegas;20170509;16:32;8.0;219;219;1926;
Seattle;Las Vegas;20170510;09:01;0.3;222;222;980;
Seattle;Las Vegas;20170510;19:27;0.1;360;360;1819;
Seattle;Las Vegas;20170511;02:29;2.3;311;311;649;
Seattle;Las Vegas;20170511;12:25;9.1;319;319;371;
Seattle;Las Vegas;20170512;11:20;12.1;371;371;1895;
Seattle;Las Vegas;20170512;19:54;8.7;208;208;363;
Seattle;Las Vegas;20170513;08:22;13.1;220;220;1622;
Seattle;Las Vegas;20170513;14:42;6.6;325;325;959;
Seattle;Las Vegas;20170514;01:36;7.4;305;305;1395;
Seattle;Las Vegas;20170514;14:15;5.8;208;208;1479;
Seattle;Las Vegas;20170515;11:03;8.1;320;320;1412;
Seattle;Las Vegas;20170515;23:50;1.3;350;350;1188;
Seattle;Las Vegas;20170516;07:31;9.1;361;361;1591;
Seattle;Las Vegas;20170516;17:37;9.8;376;376;394;
Seattle;Las Vegas;20170517;02:30;3.4;214;214;581;
Seattle;Las Vegas;20170517;21:23;10.3;370;370;1045;
Seattle;Las Vegas;20170518;10:31;1.2;346;346;837;
Seattle;Las Vegas;20170518;23:54;1.5;255;255;1259;
Seattle;Las Vegas;20170519;09:43;12.3;307;307;1530;
Seattle;Las Vegas;20170519;21:41;2.4;369;369;1200;
Seattle;Las Vegas;20170520;03:29;13.7;383;383;437;
Seattle;Las Vegas;20170520;16:06;4.9;222;222;908;
Seattle;Las Vegas;20170521;02:10;12.1;233;233;1514;
Seattle;Las Vegas;20170521;23:56;7.8;375;375;1038;
Seattle;Las Vegas;20170522;05:46;4.8;209;209;342;
Seattle;Las Vegas;20170522;22:41;15.6;347;347;843;
Seattle;Las Vegas;20170523;10:37;15.3;206;206;1232;
Seattle;Las Vegas;20170523;12:03;11.3;368;368;1678;
Seattle;Las Vegas;20170524;12:08;4.4;377;377;342;
Seattle;Las Vegas;20170524;13:41;3.7;315;315;270;
Seattle;Las Vegas;20170525;04:16;2.3;210;210;939;
Seattle;Las Vegas;20170525;15:44;6.2;261;261;1931;
Seattle;Las Vegas;20170526;08:31;5.5;242;242;687;
Seattle;Las Vegas;20170526;22:51;5.9;367;367;880;
Seattle;Las Vegas;20170527;10:18;5.7;236;236;850;
Seattle;Las Vegas;20170527;17:28;9.5;323;323;1167;
Seattle;Las Vegas;20170528;03:09;15.1;350;350;597;
Seattle;Las Vegas;20170528;16:48;14.1;258;258;1301;
Seattle;Las Vegas;20170529;04:00;7.4;278;278;642;
Seattle;Las Vegas;20170529;17:04;2.1;206;206;247;
Seattle;Las Vegas;20170530;11:34;8.9;365;365;830;
Seattle;Las Vegas;20170530;22:50;4.6;253;253;1465;
Seattle;Las Vegas;20170531;05:43;1.2;306;306;1449;
Seattle;Las Vegas;20170531;17:01;4.6;277;277;854;
Seattle;San Francisco;20170501;02:13;1.4;368;368;1855;
Seattle;San Francisco;20170501;21:34;7.2;363;363;1684;
Seattle;San Francisco;20170502;08:52;14.2;260;260;1810;
Seattle;San Francisco;20170502;15:13;4.6;272;272;614;
Seattle;San Francisco;20170503;02:20;0.4;346;346;1059;
Seattle;San Francisco;20170503;12:24;2.7;394;394;1588;
Seattle;San Francisco;20170504;10:56;1.0;217;217;495;
Seattle;San Francisco;20170504;13:19;5.7;308;308;1897;
Seattle;San Francisco;20170505;12:41;3.2;296;296;618;
Seattle;San Francisco;20170505;14:46;1.7;212;212;1356;
Seattle;San Francisco;20170506;08:28;15.9;228;228;251;
Seattle;San Francisco;20170506;19:25;11.9;337;337;861;
Seattle;San Francisco;20170507;04:48;7.0;231;231;922;
Seattle;San Francisco;20170507;15:09;15.6;322;322;1677;
Seattle;San Francisco;20170508;10:50;8.1;340;340;484;
Seattle;San Francisco;20170508;22:16;8.2;249;249;1624;
Seattle;San Francisco;20170509;05:54;5.6;393;393;482;
Seattle;San Francisco;20170509;18:51;11.3;265;265;1348;
Seattle;San Francisco;20170510;06:06;3.4;269;269;1778;
Seattle;San Francisco;20170510;13:31;1.3;224;224;415;
Seattle;San Francisco;20170511;12:51;1.5;327;327;1103;
Seattle;San Francisco;20170511;19:31;11.1;322;322;916;
Seattle;San Francisco;20170512;11:18;11.2;274;274;860;
Seattle;San Francisco;20170512;23:19;12.1;223;223;1533;
Seattle;San Francisco;20170513;00:30;11.9;356;356;1748;
Seattle;San Francisco;20170513;20:44;13.6;217;217;1991;
Seattle;San Francisco;20170514;08:42;1.2;377;377;824;
Seattle;San Francisco;20170514;22:22;10.4;325;325;1102;
Seattle;San Francisco;20170515;01:26;4.0;285;285;1165;
Seattle;San Francisco;20170515;14:24;7.0;304;304;1032;
Seattle;San Francisco;20170516;08:47;8.9;280;280;715;
Seattle;San Francisco;20170516;22:08;9.6;332;332;1052;
Seattle;San Francisco;20170517;06:43;15.0;373;373;1164;
Seattle;San Francisco;20170517;17:36;6.4;355;355;1325;
Seattle;San Francisco;20170518;04:00;12.8;326;326;1363;
Seattle;San Francisco;20170518;19:24;1.1;229;229;1838;
Seattle;San Francisco;20170519;09:01;10.9;347;347;469;
Seattle;San Francisco;20170519;23:47;15.8;253;253;1315;
Seattle;San Francisco;20170520;11:56;5.3;364;364;789;
Seattle;San Francisco;20170520;20:12;0.9;210;210;463;
Seattle;San Francisco;20170521;07:53;4.4;350;350;1597;
Seattle;San Francisco;20170521;21:01;7.0;356;356;1641;
Seattle;San Francisco;20170522;01:09;2.0;372;372;1606;
Seattle;San Francisco;20170522;12:51;2.8;395;395;795;
Seattle;San Francisco;20170523;07:05;3.4;217;217;1724;
Seattle;San Francisco;20170523;17:19;1.5;337;337;236;
Seattle;San Francisco;20170524;12:07;8.1;274;274;576;
Seattle;San Francisco;20170524;18:44;5.3;277;277;860;
Seattle;San Francisco;20170525;02:10;0.5;241;241;1652;
Seattle;San Francisco;20170525;23:39;2.9;202;202;762;
Seattle;San Francisco;20170526;06:13;2.9;253;253;1635;
Seattle;San Francisco;20170526;14:55;3.7;256;256;1327;
Seattle;San Francisco;20170527;09:42;9.8;290;290;230;
Seattle;San Francisco;20170527;19:36;4.7;331;331;1945;
Seattle;San Francisco;20170528;00:13;9.9;272;272;793;
Seattle;San Francisco;20170528;21:14;13.3;252;252;292;
Seattle;San Francisco;20170529;07:21;0.4;265;265;466;
Seattle;San Francisco;20170529;17:12;1.2;341;341;930;
Seattle;San Francisco;20170530;01:28;0.8;309;309;1263;
Seattle;San Francisco;20170530;18:20;5.6;275;275;1202;
Seattle;San Francisco;20170531;07:02;9.9;372;372;1309;
Seattle;San Francisco;20170531;22:37;11.7;361;361;358;
Seattle;Beijing;20170501;01:00;11.5;245;245;1192;
Seattle;Beijing;20170501;14:30;8.5;342;342;1396;
Seattle;Beijing;20170502;00:00;15.9;370;370;1021;
Seattle;Beijing;20170502;23:17;7.3;259;259;1497;
Seattle;Beijing;20170503;07:18;9.5;326;326;895;
Seattle;Beijing;20170503;12:35;13.1;354;354;865;
Seattle;Beijing;20170504;12:58;14.0;256;256;329;
Seattle;Beijing;20170504;18:53;14.4;352;352;1024;
Seattle;Beijing;20170505;02:48;5.8;345;345;1097;
Seattle;Beijing;20170505;15:57;0.5;310;310;1324;
Seattle;Beijing;20170506;07:38;8.5;281;281;1752;
Seattle;Beijing;20170506;19:17;11.4;397;397;1316;
Seattle;Beijing;20170507;10:05;8.9;314;314;921;
Seattle;Beijing;20170507;20:07;15.1;228;228;514;
Seattle;Beijing;20170508;00:19;3.5;287;287;720;
Seattle;Beijing;20170508;17:54;3.5;313;313;499;
Seattle;Beijing;20170509;09:17;10.2;295;295;964;
Seattle;Beijing;20170509;21:19;2.4;290;290;1033;
Seattle;Beijing;20170510;02:09;12.5;215;215;1031;
Seattle;Beijing;20170510;23:51;12.5;297;297;627;
Seattle;Beijing;20170511;05:28;11.4;231;231;1011;
Seattle;Beijing;20170511;22:44;11.7;269;269;464;
Seattle;Beijing;20170512;10:07;6.8;213;213;368;
Seattle;Beijing;20170512;20:30;13.3;390;390;775;
Seattle;Beijing;20170513;07:07;8.8;356;356;394;
Seattle;Beijing;20170513;20:05;2.0;387;387;1237;
Seattle;Beijing;20170514;07:02;14.0;396;396;1527;
Seattle;Beijing;20170514;22:28;2.1;273;273;340;
Seattle;Beijing;20170515;00:01;12.9;243;243;366;
Seattle;Beijing;20170515;15:24;15.1;224;224;1632;
Seattle;Beijing;20170516;05:57;14.5;306;306;1870;
Seattle;Beijing;20170516;23:01;5.3;398;398;1813;
Seattle;Beijing;20170517;11:22;12.7;312;312;1950;
Seattle;Beijing;20170517;23:33;13.9;386;386;1847;
Seattle;Beijing;20170518;07:05;9.2;226;226;1952;
Seattle;Beijing;20170518;16:52;0.1;337;337;1420;
Seattle;Beijing;20170519;03:40;13.7;294;294;1633;
Seattle;Beijing;20170519;15:16;0.4;219;219;393;
Seattle;Beijing;20170520;04:26;0.2;221;221;225;
Seattle;Beijing;20170520;22:14;12.6;289;289;1431;
Seattle;Beijing;20170521;08:48;2.7;271;271;616;
Seattle;Beijing;20170521;13:19;6.4;331;331;927;
Seattle;Beijing;20170522;01:20;11.3;210;210;1689;
Seattle;Beijing;20170522;18:01;6.0;259;259;285;
Seattle;Beijing;20170523;02:45;13.5;356;356;1159;
Seattle;Beijing;20170523;19:01;4.4;332;332;1429;
Seattle;Beijing;20170524;01:58;0.3;248;248;670;
Seattle;Beijing;20170524;19:21;8.5;319;319;832;
Seattle;Beijing;20170525;04:28;9.4;317;317;884;
Seattle;Beijing;20170525;14:15;3.1;302;302;247;
